sorteio,ano,mes,n1,n2,n3,n4,n5,n6,data
10-17-23-27-47-52,2001,5,10,17,23,27,47,52,2001-05-26
6-13-17-18-20-37,2004,5,6,13,17,18,20,37,2004-05-26
8-21-34-40-43-52,2007,5,8,21,34,40,43,52,2007-05-26
2-4-29-52-56-60,2010,5,2,4,29,52,56,60,2010-05-26
2-8-12-28-33-43,2012,5,2,8,12,28,33,43,2012-05-26
17-28-29-42-49-50,1999,6,17,28,29,42,49,50,1999-06-26
1-5-10-24-31-33,2002,6,1,5,10,24,31,33,2002-06-26
5-18-21-29-35-48,2004,6,5,18,21,29,35,48,2004-06-26
3-11-16-22-25-33,2010,6,3,11,16,22,25,33,2010-06-26
3-14-18-34-42-49,2013,6,3,14,18,34,42,49,2013-06-26
16-18-23-35-44-59,2003,7,16,18,23,35,44,59,2003-07-26
8-27-37-42-53-56,2006,7,8,27,37,42,53,56,2006-07-26
2-10-15-18-29-39,2008,7,2,10,15,18,29,39,2008-07-26
13-23-27-34-38-57,2014,7,13,23,27,34,38,57,2014-07-26
15-25-41-42-45-54,2000,8,15,25,41,42,45,54,2000-08-26
3-15-16-33-51-57,2006,8,3,15,16,33,51,57,2006-08-26
10-19-28-41-55-56,2009,8,10,19,28,41,55,56,2009-08-26
12-13-24-29-32-41,2015,8,12,13,24,29,32,41,2015-08-26
4-25-32-36-52-60,1998,9,4,25,32,36,52,60,1998-09-26
2-5-7-33-49-53,2001,9,2,5,7,33,49,53,2001-09-26
2-4-15-16-55-57,2007,9,2,4,15,16,55,57,2007-09-26
4-32-34-43-52-58,2009,9,4,32,34,43,52,58,2009-09-26
7-15-19-34-37-55,2012,9,7,15,19,34,37,55,2012-09-26
9-13-18-47-52-60,2015,9,9,13,18,47,52,60,2015-09-26
6-21-22-34-36-54,1997,10,6,21,22,34,36,54,1997-10-26
14-28-33-44-49-56,2002,10,14,28,33,44,49,56,2002-10-26
4-6-9-22-29-44,2005,10,4,6,9,22,29,44,2005-10-26
9-24-26-39-46-57,2011,10,9,24,26,39,46,57,2011-10-26
7-11-12-30-39-57,2013,10,7,11,12,30,39,57,2013-10-26
7-8-28-32-38-51,2003,11,7,8,28,32,38,51,2003-11-26
6-17-23-28-35-41,2005,11,6,17,23,28,35,41,2005-11-26
10-27-28-29-40-52,2008,11,10,27,28,29,40,52,2008-11-26
13-21-30-36-59-60,2011,11,13,21,30,36,59,60,2011-11-26
4-6-11-43-54-56,2014,11,4,6,11,43,54,56,2014-11-26
9-28-31-36-37-42,2009,12,9,28,31,36,37,42,2009-12-26
1-12-20-30-52-60,2015,12,1,12,20,30,52,60,2015-12-26
2-21-26-32-34-52,2001,1,2,21,26,32,34,52,2001-01-27
5-6-16-24-34-60,2007,1,5,6,16,24,34,60,2007-01-27
27-28-29-32-48-55,2010,1,27,28,29,32,48,55,2010-01-27
4-15-26-30-54-55,2016,1,4,15,26,30,54,55,2016-01-27
17-23-42-49-52-55,1999,2,17,23,42,49,52,55,1999-02-27
9-10-12-33-42-60,2002,2,9,10,12,33,42,60,2002-02-27
3-5-11-14-33-58,2008,2,3,5,11,14,33,58,2008-02-27
9-29-41-43-46-49,2010,2,9,29,41,43,46,49,2010-02-27
12-18-23-25-45-50,2013,2,12,18,23,25,45,50,2013-02-27
1-5-34-37-40-60,2016,2,1,5,34,37,40,60,2016-02-27
2-13-42-52-54-58,1999,3,2,13,42,52,54,58,1999-03-27
19-30-33-39-40-52,2002,3,19,30,33,39,40,52,2002-03-27
8-13-22-46-51-58,2004,3,8,13,22,46,51,58,2004-03-27
20-40-42-52-54-60,2010,3,20,40,42,52,54,60,2010-03-27
9-14-21-26-36-52,2013,3,9,14,21,26,36,52,2013-03-27
3-14-15-20-21-38,1997,4,3,14,15,20,21,38,1997-04-27
2-30-32-35-45-53,2002,4,2,30,32,35,45,53,2002-04-27
14-29-34-40-51-52,2005,4,14,29,34,40,51,52,2005-04-27
4-16-24-25-30-56,2011,4,4,16,24,25,30,56,2011-04-27
1-15-24-26-28-48,2013,4,1,15,24,26,28,48,2013-04-27
20-23-32-34-37-45,2016,4,20,23,32,34,37,45,2016-04-27
4-16-19-20-27-43,1996,5,4,16,19,20,27,43,1996-05-27
13-27-43-50-54-58,2000,5,13,27,43,50,54,58,2000-05-27
15-22-32-38-50-54,2006,5,15,22,32,38,50,54,2006-05-27
5-6-9-11-18-37,2009,5,5,6,9,11,18,37,2009-05-27
17-29-32-38-45-50,2015,5,17,29,32,38,45,50,2015-05-27
2-29-41-44-53-55,1998,6,2,29,41,44,53,55,1998-06-27
10-28-29-35-42-46,2007,6,10,28,29,35,42,46,2007-06-27
2-4-6-10-23-45,2009,6,2,4,6,10,23,45,2009-06-27
11-12-25-33-48-54,2012,6,11,12,25,33,48,54,2012-06-27
2-9-16-37-44-58,2015,6,2,9,16,37,44,58,2015-06-27
25-26-28-45-51-57,1997,7,25,26,28,45,51,57,1997-07-27
31-34-37-38-53-54,2002,7,31,34,37,38,53,54,2002-07-27
5-12-27-33-43-56,2005,7,5,12,27,33,43,56,2005-07-27
7-14-15-20-23-35,2011,7,7,14,15,20,23,35,2011-07-27
4-13-14-18-49-59,2013,7,4,13,14,18,49,59,2013-07-27
3-6-13-38-49-51,2016,7,3,6,13,38,49,51,2016-07-27
2-6-15-18-56-57,2003,8,2,6,15,18,56,57,2003-08-27
15-19-29-37-41-53,2005,8,15,19,29,37,41,53,2005-08-27
18-24-36-44-55-58,2008,8,18,24,36,44,55,58,2008-08-27
38-42-44-52-58-60,2011,8,38,42,44,52,58,60,2011-08-27
1-7-30-43-44-54,2014,8,1,7,30,43,44,54,2014-08-27
8-18-21-22-35-37,2016,8,8,18,21,22,35,37,2016-08-27
21-29-35-36-38-54,2003,9,21,29,35,36,38,54,2003-09-27
6-14-18-24-48-60,2006,9,6,14,18,24,48,60,2006-09-27
7-13-15-34-42-48,2008,9,7,13,15,34,42,48,2008-09-27
16-29-34-35-49-51,2014,9,16,29,34,35,49,51,2014-09-27
13-15-17-40-53-57,1996,10,13,15,17,40,53,57,1996-10-27
4-11-25-29-39-55,2001,10,4,11,25,29,39,55,2001-10-27
25-30-43-45-47-49,2004,10,25,30,43,45,47,49,2004-10-27
9-12-23-33-45-51,2007,10,9,12,23,33,45,51,2007-10-27
10-31-40-50-55-56,2010,10,10,31,40,50,55,56,2010-10-27
22-23-26-37-38-48,2012,10,22,23,26,37,38,48,2012-10-27
3-9-17-32-37-44,1999,11,3,9,17,32,37,44,1999-11-27
7-12-21-25-34-42,2002,11,7,12,21,25,34,42,2002-11-27
8-12-14-16-19-46,2004,11,8,12,14,16,19,46,2004-11-27
10-16-20-26-49-55,2010,11,10,16,20,26,49,55,2010-11-27
2-15-19-21-23-38,2013,11,2,15,19,21,23,38,2013-11-27
8-10-24-26-32-49,2003,12,8,10,24,26,32,49,2003-12-27
1-3-18-20-42-49,2008,12,1,3,18,20,42,49,2008-12-27
13-18-21-27-53-59,2004,1,13,18,21,27,53,59,2004-01-28
2-12-26-31-43-46,2006,1,2,12,26,31,43,46,2006-01-28
14-21-25-48-51-60,2009,1,14,21,25,48,51,60,2009-01-28
3-15-16-35-37-47,2012,1,3,15,16,35,37,47,2012-01-28
5-10-23-24-35-47,2015,1,5,10,23,24,35,47,2015-01-28
13-27-49-52-57-58,2004,2,13,27,49,52,57,58,2004-02-28
14-19-20-40-48-52,2007,2,14,19,20,40,48,52,2007-02-28
8-11-15-16-52-57,2009,2,8,11,15,16,52,57,2009-02-28
7-13-35-37-39-51,2015,2,7,13,35,37,39,51,2015-02-28
30-38-46-51-56-59,2007,3,30,38,46,51,56,59,2007-03-28
1-3-16-18-41-42,2009,3,1,3,16,18,41,42,2009-03-28
14-25-28-45-53-58,2012,3,14,25,28,45,53,58,2012-03-28
21-24-26-35-45-53,2015,3,21,24,26,35,45,53,2015-03-28
17-18-19-25-49-52,2001,4,17,18,19,25,49,52,2001-04-28
7-14-31-57-58-59,2004,4,7,14,31,57,58,59,2004-04-28
2-8-11-12-19-35,2007,4,2,8,11,12,19,35,2007-04-28
6-7-39-47-51-52,2010,4,6,7,39,47,51,52,2010-04-28
2-18-30-31-45-56,2012,4,2,18,30,31,45,56,2012-04-28
11-16-28-29-30-45,2003,5,11,16,28,29,30,45,2003-05-28
1-2-14-33-49-56,2005,5,1,2,14,33,49,56,2005-05-28
1-8-30-36-47-53,2008,5,1,8,30,36,47,53,2008-05-28
11-12-31-33-42-52,2011,5,11,12,31,33,42,52,2011-05-28
13-20-27-31-53-60,2014,5,13,20,27,31,53,60,2014-05-28
1-22-26-43-50-53,2016,5,1,22,26,43,50,53,2016-05-28
6-8-19-22-43-52,2003,6,6,8,19,22,43,52,2003-06-28
3-15-35-41-57-60,2006,6,3,15,35,41,57,60,2006-06-28
8-12-24-40-43-49,2008,6,8,12,24,40,43,49,2008-06-28
6-13-17-36-42-51,2014,6,6,13,17,36,42,51,2014-06-28
9-14-23-24-33-36,2001,7,9,14,23,24,33,36,2001-07-28
7-8-23-30-32-53,2004,7,7,8,23,30,32,53,2004-07-28
24-40-50-52-54-60,2007,7,24,40,50,52,54,60,2007-07-28
3-10-11-39-54-56,2010,7,3,10,11,39,54,56,2010-07-28
18-29-40-42-50-54,2012,7,18,29,40,42,50,54,2012-07-28
3-5-10-28-46-60,1999,8,3,5,10,28,46,60,1999-08-28
4-7-15-16-35-40,2002,8,4,7,15,16,35,40,2002-08-28
1-25-27-29-49-59,2004,8,1,25,27,29,49,59,2004-08-28
5-14-17-30-35-38,2010,8,5,14,17,30,35,38,2010-08-28
2-26-30-35-46-54,2013,8,2,26,30,35,46,54,2013-08-28
15-18-29-36-51-53,1997,9,15,18,29,36,51,53,1997-09-28
10-13-28-29-54-59,2002,9,10,13,28,29,54,59,2002-09-28
1-18-45-56-57-58,2005,9,1,18,45,56,57,58,2005-09-28
6-15-25-37-48-55,2011,9,6,15,25,37,48,55,2011-09-28
1-12-28-29-34-48,2013,9,1,12,28,29,34,48,2013-09-28
11-16-20-23-32-47,2000,10,11,16,20,23,32,47,2000-10-28
10-28-32-41-47-57,2006,10,10,28,32,41,47,57,2006-10-28
4-17-18-54-56-59,2009,10,4,17,18,54,56,59,2009-10-28
2-5-8-18-30-48,2015,10,2,5,8,18,30,48,2015-10-28
6-18-20-40-50-53,1998,11,6,18,20,40,50,53,1998-11-28
16-20-27-30-35-48,2001,11,16,20,27,30,35,48,2001-11-28
2-15-39-50-53-57,2007,11,2,15,39,50,53,57,2007-11-28
5-18-23-32-49-54,2009,11,5,18,23,32,49,54,2009-11-28
6-13-24-32-40-51,2012,11,6,13,24,32,40,51,2012-11-28
1-6-28-37-56-58,2015,11,1,6,28,37,56,58,2015-11-28
6-40-45-46-50-60,1997,12,6,40,45,46,50,60,1997-12-28
6-10-16-34-42-47,2002,12,6,10,16,34,42,47,2002-12-28
29-31-39-41-51-58,2000,1,29,31,39,41,51,58,2000-01-29
16-17-28-30-36-54,2003,1,16,17,28,30,36,54,2003-01-29
8-20-26-37-42-49,2005,1,8,20,26,37,42,49,2005-01-29
2-17-23-43-44-51,2011,1,2,17,23,43,44,51,2011-01-29
5-15-18-31-42-53,2014,1,5,15,18,31,42,53,2014-01-29
21-24-29-34-59-60,1998,3,21,24,29,34,59,60,1998-03-29
1-8-24-34-49-56,2003,3,1,8,24,34,49,56,2003-03-29
10-17-33-42-54-58,2006,3,10,17,33,42,54,58,2006-03-29
46-47-51-54-57-59,2008,3,46,47,51,54,57,59,2008-03-29
8-39-43-46-47-58,2014,3,8,39,43,46,47,58,2014-03-29
4-17-37-38-47-53,1996,4,4,17,37,38,47,53,1996-04-29
3-27-32-45-49-51,2000,4,3,27,32,45,49,51,2000-04-29
30-31-39-45-48-59,2006,4,30,31,39,45,48,59,2006-04-29
9-17-28-45-49-53,2009,4,9,17,28,45,49,53,2009-04-29
1-6-10-30-33-38,2015,4,1,6,10,30,33,38,2015-04-29
1-13-21-37-51-52,1999,5,1,13,21,37,51,52,1999-05-29
19-23-34-37-52-58,2002,5,19,23,34,37,52,58,2002-05-29
11-31-38-41-57-58,2004,5,11,31,38,41,57,58,2004-05-29
5-10-12-20-29-37,2010,5,5,10,12,20,29,37,2010-05-29
6-11-27-40-46-49,2013,5,6,11,27,40,46,49,2013-05-29
25-34-45-53-56-58,1997,6,25,34,45,53,56,58,1997-06-29
2-5-16-26-44-54,2002,6,2,5,16,26,44,54,2002-06-29
8-10-25-32-48-55,2005,6,8,10,25,32,48,55,2005-06-29
10-14-43-46-49-53,2011,6,10,14,43,46,49,53,2011-06-29
24-46-50-51-52-56,2013,6,24,46,50,51,52,56,2013-06-29
14-34-46-47-56-57,2016,6,14,34,46,47,56,57,2016-06-29
6-33-36-46-49-53,1996,7,6,33,36,46,49,53,1996-07-29
8-40-41-44-53-56,2000,7,8,40,41,44,53,56,2000-07-29
5-8-17-35-37-48,2006,7,5,8,17,35,37,48,2006-07-29
10-16-21-23-27-36,2009,7,10,16,21,23,27,36,2009-07-29
4-6-19-20-40-41,2015,7,4,6,19,20,40,41,2015-07-29
13-29-38-42-49-53,1998,8,13,29,38,42,49,53,1998-08-29
5-16-17-18-22-41,2001,8,5,16,17,18,22,41,2001-08-29
7-21-22-43-46-57,2007,8,7,21,22,43,46,57,2007-08-29
2-3-6-35-49-58,2009,8,2,3,6,35,49,58,2009-08-29
2-11-16-18-36-45,2012,8,2,11,16,18,36,45,2012-08-29
5-8-42-50-51-59,2015,8,5,8,42,50,51,59,2015-08-29
7-14-15-29-38-50,1996,9,7,14,15,29,38,50,1996-09-29
24-27-28-38-41-57,2001,9,24,27,28,38,41,57,2001-09-29
7-13-38-46-55-60,2004,9,7,13,38,46,55,60,2004-09-29
7-14-24-29-35-39,2007,9,7,14,24,29,35,39,2007-09-29
10-23-29-31-33-46,2010,9,10,23,29,31,33,46,2010-09-29
9-12-22-39-48-60,2012,9,9,12,22,39,48,60,2012-09-29
28-32-33-34-35-55,2003,10,28,32,33,34,35,55,2003-10-29
5-25-34-39-46-49,2005,10,5,25,34,39,46,49,2005-10-29
6-19-31-34-51-56,2008,10,6,19,31,34,51,56,2008-10-29
3-5-13-24-35-59,2011,10,3,5,13,24,35,59,2011-10-29
15-16-18-20-22-48,2014,10,15,16,18,20,22,48,2014-10-29
5-8-10-15-18-44,2003,11,5,8,10,15,18,44,2003-11-29
10-17-21-32-45-46,2006,11,10,17,21,32,45,46,2006-11-29
6-10-17-33-51-53,2008,11,6,10,17,33,51,53,2008-11-29
7-10-14-37-45-54,2014,11,7,10,14,37,45,54,2014-11-29
2-6-17-25-26-58,1996,12,2,6,17,25,26,58,1996-12-29
1-3-4-21-23-53,2001,12,1,3,4,21,23,53,2001-12-29
1-13-19-45-56-58,2004,12,1,13,19,45,56,58,2004-12-29
5-12-15-29-51-58,1999,1,5,12,15,29,51,58,1999-01-30
4-27-35-44-52-53,2002,1,4,27,35,44,52,53,2002-01-30
6-19-23-37-49-50,2008,1,6,19,23,37,49,50,2008-01-30
7-8-23-36-46-54,2010,1,7,8,23,36,46,54,2010-01-30
2-24-32-50-54-59,2013,1,2,24,32,50,54,59,2013-01-30
5-11-27-41-42-54,2016,1,5,11,27,41,42,54,2016-01-30
2-7-20-35-51-59,1997,3,2,7,20,35,51,59,1997-03-30
8-9-28-32-38-54,2002,3,8,9,28,32,38,54,2002-03-30
26-28-39-45-48-60,2005,3,26,28,39,45,48,60,2005-03-30
5-9-24-31-33-42,2011,3,5,9,24,31,33,42,2011-03-30
17-27-28-40-44-55,2013,3,17,27,28,40,44,55,2013-03-30
20-21-28-48-50-59,2016,3,20,21,28,48,50,59,2016-03-30
13-24-32-34-43-53,2003,4,13,24,32,34,43,53,2003-04-30
5-11-38-46-53-54,2005,4,5,11,38,46,53,54,2005-04-30
5-30-36-39-57-58,2008,4,5,30,36,39,57,58,2008-04-30
2-3-12-16-37-47,2010,4,2,3,12,16,37,47,2010-04-30
8-14-29-35-36-40,2011,4,8,14,29,35,36,40,2011-04-30
2-5-8-42-46-59,2014,4,2,5,8,42,46,59,2014-04-30
9-11-13-15-19-51,2016,4,9,11,13,15,19,51,2016-04-30
20-25-27-33-42-53,1998,5,20,25,27,33,42,53,1998-05-30
1-5-10-17-47-58,2007,5,1,5,10,17,47,58,2007-05-30
3-6-34-41-43-45,2009,5,3,6,34,41,43,45,2009-05-30
4-18-24-28-39-44,2012,5,4,18,24,28,39,44,2012-05-30
7-19-30-35-42-47,2015,5,7,19,30,35,42,47,2015-05-30
10-15-18-22-31-55,2001,6,10,15,18,22,31,55,2001-06-30
7-8-18-39-43-52,2004,6,7,8,18,39,43,52,2004-06-30
25-30-37-46-49-51,2007,6,25,30,37,46,49,51,2007-06-30
17-20-49-52-57-59,2010,6,17,20,49,52,57,59,2010-06-30
2-9-10-21-27-38,2012,6,2,9,10,21,27,38,2012-06-30
17-18-19-38-49-53,2003,7,17,18,19,38,49,53,2003-07-30
4-5-15-26-33-54,2005,7,4,5,15,26,33,54,2005-07-30
8-9-15-38-41-60,2008,7,8,9,15,38,41,60,2008-07-30
3-5-11-36-44-46,2011,7,3,5,11,36,44,46,2011-07-30
10-22-24-38-39-49,2014,7,10,22,24,38,39,49,2014-07-30
16-18-22-24-34-43,2016,7,16,18,22,24,34,43,2016-07-30
3-18-20-24-42-54,2003,8,3,18,20,24,42,54,2003-08-30
3-38-42-47-55-56,2006,8,3,38,42,47,55,56,2006-08-30
29-38-39-49-53-58,2008,8,29,38,39,49,53,58,2008-08-30
4-29-44-47-48-60,2014,8,4,29,44,47,48,60,2014-08-30
6-21-33-44-46-47,2000,9,6,21,33,44,46,47,2000-09-30
3-5-10-21-28-57,2006,9,3,5,10,21,28,57,2006-09-30
3-6-29-36-47-59,2009,9,3,6,29,36,47,59,2009-09-30
6-18-37-40-41-58,2015,9,6,18,37,40,41,58,2015-09-30
18-25-26-31-34-49,2002,10,18,25,26,31,34,49,2002-10-30
16-21-22-33-48-49,2004,10,16,21,22,33,48,49,2004-10-30
4-28-30-31-35-54,2010,10,4,28,30,31,35,54,2010-10-30
7-15-20-23-30-41,2013,10,7,15,20,23,30,41,2013-10-30
2-4-10-35-39-60,1997,11,2,4,10,35,39,60,1997-11-30
8-15-32-45-49-52,2002,11,8,15,32,45,49,52,2002-11-30
7-21-33-35-39-58,2005,11,7,21,33,35,39,58,2005-11-30
1-11-20-37-40-52,2011,11,1,11,20,37,40,52,2011-11-30
7-18-24-26-39-46,2013,11,7,18,24,26,39,46,2013-11-30
4-17-26-32-51-54,2000,12,4,17,26,32,51,54,2000-12-30
3-8-23-31-48-57,2004,1,3,8,23,31,48,57,2004-01-31
9-23-30-38-44-47,2007,1,9,23,30,38,44,47,2007-01-31
10-11-13-35-39-58,2009,1,10,11,13,35,39,58,2009-01-31
22-30-42-50-58-59,2015,1,22,30,42,50,58,59,2015-01-31
7-16-34-41-50-53,2001,3,7,16,34,41,50,53,2001-03-31
16-17-38-39-45-56,2004,3,16,17,38,39,45,56,2004-03-31
3-17-24-25-27-44,2007,3,3,17,24,25,27,44,2007-03-31
22-28-30-31-35-54,2010,3,22,28,30,31,35,54,2010-03-31
9-11-21-49-53-54,2012,3,9,11,21,49,53,54,2012-03-31
8-18-21-22-38-60,2003,5,8,18,21,22,38,60,2003-05-31
4-8-30-33-37-59,2006,5,4,8,30,33,37,59,2006-05-31
12-16-20-31-38-45,2008,5,12,16,20,31,38,45,2008-05-31
2-21-24-27-40-51,2014,5,2,21,24,27,40,51,2014-05-31
5-15-19-26-27-33,1999,7,5,15,19,26,27,33,1999-07-31
14-22-48-50-53-56,2002,7,14,22,48,50,53,56,2002-07-31
12-24-33-36-39-57,2004,7,12,24,33,36,39,57,2004-07-31
28-32-36-49-55-60,2010,7,28,32,36,49,55,60,2010-07-31
4-18-20-34-45-60,2013,7,4,18,20,34,45,60,2013-07-31
12-22-25-31-32-46,1997,8,12,22,25,31,32,46,1997-08-31
15-23-31-39-47-49,2002,8,15,23,31,39,47,49,2002-08-31
6-11-13-21-40-52,2005,8,6,11,13,21,40,52,2005-08-31
1-27-29-38-50-52,2011,8,1,27,29,38,50,52,2011-08-31
10-16-28-47-51-59,2013,8,10,16,28,47,51,59,2013-08-31
13-17-29-45-49-50,2016,8,13,17,29,45,49,50,2016-08-31
3-13-26-27-41-42,1998,10,3,13,26,27,41,42,1998-10-31
1-3-5-23-41-58,1999,10,1,3,5,23,41,58,1999-10-31
4-11-25-39-50-55,2001,10,4,11,25,39,50,55,2001-10-31
17-20-26-28-48-49,2007,10,17,20,26,28,48,49,2007-10-31
26-44-46-49-55-56,2009,10,26,44,46,49,55,56,2009-10-31
7-14-31-33-36-49,2012,10,7,14,31,33,36,49,2012-10-31
6-13-14-28-35-45,2015,10,6,13,14,28,35,45,2015-10-31
32-35-41-55-58-59,1998,12,32,35,41,55,58,59,1998-12-31
12-15-19-34-44-51,1999,12,12,15,19,34,44,51,1999-12-31
3-9-35-37-41-49,2005,12,3,9,35,37,41,49,2005-12-31
10-14-32-47-50-56,2006,12,10,14,32,47,50,56,2006-12-31
7-17-19-34-36-39,2007,12,7,17,19,34,36,39,2007-12-31
1-11-26-51-59-60,2008,12,1,11,26,51,59,60,2008-12-31
10-27-40-46-49-58,2009,12,10,27,40,46,49,58,2009-12-31
2-10-34-37-43-50,2010,12,2,10,34,37,43,50,2010-12-31
3-4-29-36-45-55,2011,12,3,4,29,36,45,55,2011-12-31
14-32-33-36-41-52,2012,12,14,32,33,36,41,52,2012-12-31
20-30-36-38-47-53,2013,12,20,30,36,38,47,53,2013-12-31
1-5-11-16-20-56,2014,12,1,5,11,16,20,56,2014-12-31
2-18-31-42-51-56,2015,12,2,18,31,42,51,56,2015-12-31
